scenario,seed,total_income,total_expenses,total_losses,net_profit,delinquency_rate,active_clients_final,num_clients_initial,simulation_type,month,year,month_of_year,commission_income,interest_income,expenses,losses,active_clients,delinquent_clients,interes_generado_total,pagos_interes_total,saldo_principal_total
optimistic,0,19284.960673591642,,,11015.823241348768,,,,monthly,10.0,1.0,10.0,3591.7602563904557,15693.200417201188,166.66666666666666,8102.470765576206,98.0,2.0,14562.781243285584,15693.200417201184,291255.6248657117
optimistic,0,20106.55148588437,,,19939.884819217703,,,,monthly,11.0,1.0,11.0,3694.718982325059,16411.83250355931,166.66666666666666,0.0,97.0,3.0,13897.209805729672,16411.832503559308,277944.1961145935
optimistic,0,21563.242642130866,,,21396.5759754642,,,,monthly,12.0,1.0,12.0,4235.528327605694,17327.714314525172,166.66666666666666,0.0,97.0,3.0,13799.23086376949,17327.71431452517,275984.6172753898
opt_neut,0,134195.4139294994,48000.0,21422.690124222267,64772.72380527713,0.06,94.0,100.0,summary,,,,,,,,,,,,
opt_neut,0,3689.041915390524,,,-2587.842357466488,,,,monthly,1.0,1.0,1.0,3689.041915390524,0.0,333.3333333333333,5943.550939523679,100.0,0.0,4370.540669106385,0.0,99898.07243671737
opt_neut,0,7618.621006875044,,,4135.287673541711,,,,monthly,2.0,1.0,2.0,3258.757532342516,4359.863474532528,333.3333333333333,3150.0,98.0,2.0,6300.322211047323,4359.863474532528,144007.3648239388
opt_neut,0,9359.741540381678,,,9026.408207048344,,,,monthly,3.0,1.0,3.0,3105.6889785824137,6254.0525617992635,333.3333333333333,0.0,97.0,3.0,8311.959925381052,6254.0525617992635,189987.65543728118
opt_neut,0,11497.81156865211,,,7664.478235318777,,,,monthly,4.0,1.0,4.0,3235.492071937146,8262.319496714965,333.3333333333333,3500.0,97.0,3.0,10270.759585811598,8262.319496714967,234760.2191042651
opt_neut,0,13068.688188018943,,,12735.35485468561,,,,monthly,5.0,1.0,5.0,2930.457719694925,10138.230468324018,333.3333333333333,0.0,96.0,4.0,9523.882523102598,10138.230468324018,217688.74338520222
opt_neut,0,12479.763204561175,,,8646.429871227841,,,,monthly,6.0,1.0,6.0,3053.5058976937853,9426.25730686739,333.3333333333333,3500.0,96.0,4.0,10262.19042412528,9426.25730686739,234564.35255143492
opt_neut,0,13244.171949697127,,,12910.838616363793,,,,monthly,7.0,1.0,7.0,3175.404151117964,10068.767798579163,333.3333333333333,0.0,95.0,5.0,9739.602546584809,10068.767798579162,222619.48677908132
opt_neut,0,12748.066501651865,,,12414.733168318531,,,,monthly,8.0,1.0,8.0,3020.6363836149176,9727.430118036948,333.3333333333333,0.0,95.0,5.0,10474.818547989957,9727.430118036946,239424.42395405614
opt_neut,0,13436.84227409407,,,13103.508940760736,,,,monthly,9.0,1.0,9.0,2868.621799425159,10568.220474668911,333.3333333333333,0.0,95.0,5.0,9362.932414963243,10568.220474668913,214009.88377058838
opt_neut,0,12167.6606389592,,,6505.18812092728,,,,monthly,10.0,1.0,10.0,2995.9930566944636,9171.667582264736,333.3333333333333,5329.139184698586,95.0,5.0,9848.682490787667,9171.667582264736,225112.7426465752
opt_neut,0,12679.568275729358,,,12346.234942396024,,,,monthly,11.0,1.0,11.0,2942.073947993179,9737.494327736178,333.3333333333333,0.0,94.0,6.0,9454.719350213829,9737.494327736176,216107.87086203034
opt_neut,0,12205.436865488311,,,11872.103532154977,,,,monthly,12.0,1.0,12.0,3133.0236651863665,9072.413200301944,333.3333333333333,0.0,94.0,6.0,9817.979512582557,9072.413200301944,224410.96028760128
neutral,0,95146.12985115366,72000.0,17700.0,5446.129851153659,0.06,94.0,100.0,summary,,,,,,,,,,,,
neutral,0,2545.827742791245,,,-3354.172257208755,,,,monthly,1.0,1.0,1.0,2545.827742791245,0.0,500.0,5400.0,100.0,0.0,3055.240899364635,0.0,81473.09064972361
neutral,0,5234.404616816679,,,4734.404616816679,,,,monthly,2.0,1.0,2.0,2179.163717452044,3055.2408993646354,500.0,0.0,98.0,2.0,3918.123471549318,3055.240899364635,104483.29257464848
neutral,0,6149.129247344053,,,5649.129247344053,,,,monthly,3.0,1.0,3.0,2231.005775794735,3918.1234715493174,500.0,0.0,98.0,2.0,5561.798350493861,3918.123471549318,148314.62267983632
neutral,0,7899.868035792677,,,4399.868035792677,,,,monthly,4.0,1.0,4.0,2338.0696852988144,5561.798350493862,500.0,3000.0,98.0,2.0,6924.048568390666,5561.798350493861,184641.29515708445
neutral,0,9113.93923456073,,,8613.93923456073,,,,monthly,5.0,1.0,5.0,2189.8906661700644,6924.048568390666,500.0,0.0,97.0,3.0,6658.2589651281905,6924.048568390666,177553.57240341842
neutral,0,8751.101479685089,,,5251.101479685089,,,,monthly,6.0,1.0,6.0,2092.8425145568976,6658.2589651281905,500.0,3000.0,97.0,3.0,6724.699785297531,6658.2589651281905,179325.32760793416
neutral,0,9145.202593292994,,,5345.202593292994,,,,monthly,7.0,1.0,7.0,2420.5028079954627,6724.699785297531,500.0,3300.0000000000005,96.0,4.0,7292.058526438878,6724.699785297531,194454.89403837008
neutral,0,9369.914432991449,,,8869.914432991449,,,,monthly,8.0,1.0,8.0,2077.8559065525715,7292.058526438878,500.0,0.0,95.0,5.0,7241.301014964156,7292.058526438878,193101.36039904415
neutral,0,9283.871185090538,,,8783.871185090538,,,,monthly,9.0,1.0,9.0,2042.5701701263804,7241.301014964158,500.0,0.0,95.0,5.0,7082.758806413552,7241.301014964156,188873.56817102805
neutral,0,9121.73603284741,,,5621.73603284741,,,,monthly,10.0,1.0,10.0,2038.9772264338592,7082.75880641355,500.0,3000.0,95.0,5.0,7523.370690297484,7082.758806413552,200623.2184079329
neutral,0,9541.904650672523,,,9041.904650672523,,,,monthly,11.0,1.0,11.0,2018.533960375039,7523.370690297484,500.0,0.0,94.0,6.0,6616.087773109372,7523.370690297484,176429.0072829166
neutral,0,8989.23059926828,,,8489.23059926828,,,,monthly,12.0,1.0,12.0,2373.1428261589067,6616.087773109373,500.0,0.0,94.0,6.0,7916.195472865372,6616.087773109372,211098.5459430766
pes_neut,0,53181.86582616673,96000.0,30848.81777812987,-73666.95195196314,0.08,92.0,100.0,summary,,,,,,,,,,,,
pes_neut,0,1733.8173280928327,,,-1182.8493385738338,,,,monthly,1.0,1.0,1.0,1733.8173280928327,0.0,666.6666666666666,2250.0,100.0,0.0,1970.2606052723252,0.0,63048.339368714405
pes_neut,0,3441.5642041454767,,,2774.89753747881,,,,monthly,2.0,1.0,2.0,1471.3035988731515,1970.260605272325,666.6666666666666,0.0,99.0,1.0,2543.455686781077,1970.2606052723252,81390.58197699446
pes_neut,0,4048.7248420881133,,,1132.0581754214468,,,,monthly,3.0,1.0,3.0,1505.269155307036,2543.455686781077,666.6666666666666,2250.0,99.0,1.0,2456.1244747729556,2543.455686781077,78595.98319273458
pes_neut,0,4169.189997393236,,,-663.6849589378421,,,,monthly,4.0,1.0,4.0,1725.705496573758,2443.4845008194775,666.6666666666666,4166.2082896644115,98.0,2.0,3538.9271009044946,2443.4845008194775,113245.66722894383
pes_neut,0,5047.876961350671,,,-2237.8130382156287,,,,monthly,5.0,1.0,5.0,1580.6707833162607,3467.20617803441,666.6666666666666,6619.023332899633,97.0,3.0,3906.232770682709,3467.2061780344093,124999.44866184669
pes_neut,0,5457.386645020522,,,4790.719978353855,,,,monthly,6.0,1.0,6.0,1551.1538743378128,3906.2327706827095,666.6666666666666,0.0,96.0,4.0,3483.1638971766756,3906.232770682709,111461.24470965362
pes_neut,0,5154.3548378299265,,,-1012.3118288367405,,,,monthly,7.0,1.0,7.0,1671.1909406532516,3483.163897176675,666.6666666666666,5500.0,96.0,4.0,3162.403845472505,3483.1638971766756,101196.92305512016
pes_neut,0,4681.56190767297,,,1514.8952410063034,,,,monthly,8.0,1.0,8.0,1519.1580622004649,3162.403845472505,666.6666666666666,2500.0,94.0,6.0,3319.4603900537118,3162.403845472505,106222.73248171878
pes_neut,0,4807.175977625952,,,4140.509310959285,,,,monthly,9.0,1.0,9.0,1487.7155875722403,3319.460390053712,666.6666666666666,0.0,93.0,7.0,3711.46263272993,3319.4603900537118,118766.80424735777
pes_neut,0,5224.135754226542,,,4557.469087559875,,,,monthly,10.0,1.0,10.0,1512.6731214966114,3711.4626327299306,666.6666666666666,0.0,93.0,7.0,3415.0591674880593,3711.46263272993,109281.8933596179
pes_neut,0,4909.60054587632,,,4242.933879209653,,,,monthly,11.0,1.0,11.0,1494.5413783882616,3415.059167488059,666.6666666666666,0.0,93.0,7.0,3027.8120901666503,3415.0591674880593,96889.98688533281
pes_neut,0,4506.476824844177,,,-3723.7759973883135,,,,monthly,12.0,1.0,12.0,1668.4846406184593,2837.9921842257177,666.6666666666666,7563.586155565824,93.0,7.0,2961.8596005876702,2837.9921842257163,94779.50721880545
pessimistic,0,27180.261199986442,120000.0,19117.135213383397,-111936.87401339695,0.07,93.0,100.0,summary,,,,,,,,,,,,
pessimistic,0,1026.6056439459617,,,-1606.7276893873718,,,,monthly,1.0,1.0,1.0,1026.6056439459617,0.0,833.3333333333334,1800.0,100.0,0.0,910.1821430535629,0.0,36407.285722142515
pessimistic,0,1816.1509486821608,,,-817.1823846511726,,,,monthly,2.0,1.0,2.0,905.9688056285979,910.1821430535629,833.3333333333334,1800.0,99.0,1.0,1089.5229887945254,910.1821430535629,43580.91955178102
pessimistic,0,1956.0282776466836,,,1122.6949443133503,,,,monthly,3.0,1.0,3.0,866.5052888521582,1089.5229887945254,833.3333333333334,0.0,98.0,2.0,1105.398104852319,1089.5229887945254,44215.92419409277
pessimistic,0,2100.686315244356,,,1267.3529819110227,,,,monthly,4.0,1.0,4.0,995.2882103920371,1105.398104852319,833.3333333333334,0.0,98.0,2.0,1658.1486713404622,1105.398104852319,66325.9468536185
pessimistic,0,2620.2735272769924,,,-213.05980605634113,,,,monthly,5.0,1.0,5.0,962.1248559365298,1658.1486713404624,833.3333333333334,2000.0,98.0,2.0,1759.1028314932196,1658.1486713404622,70364.1132597288
pessimistic,0,2733.7664518072797,,,-99.56688152605375,,,,monthly,6.0,1.0,6.0,974.6636203140604,1759.1028314932196,833.3333333333334,2000.0,97.0,3.0,1747.0530106038639,1759.1028314932196,69882.12042415456
pessimistic,0,2627.9485760775287,,,-5722.519970639201,,,,monthly,7.0,1.0,7.0,1034.0823347320647,1593.8662413454642,833.3333333333334,7517.135213383397,96.0,4.0,1434.381314386236,1593.8662413454642,57375.25257544945
pessimistic,0,2378.0695788954654,,,-455.2637544378681,,,,monthly,8.0,1.0,8.0,943.6882645092294,1434.381314386236,833.3333333333334,2000.0,95.0,5.0,1496.8259105360141,1434.381314386236,59873.03642144057
pessimistic,0,2420.8626615311373,,,-412.4706718021962,,,,monthly,9.0,1.0,9.0,924.036750995123,1496.8259105360141,833.3333333333334,2000.0,94.0,6.0,1349.7320224924304,1496.8259105360141,53989.28089969722
pessimistic,0,2290.374503024529,,,1457.0411696911956,,,,monthly,10.0,1.0,10.0,940.6424805320984,1349.7320224924306,833.3333333333334,0.0,93.0,7.0,1785.1138272583453,1349.7320224924304,71404.55309033382
pessimistic,0,2672.2225797940614,,,1838.889246460728,,,,monthly,11.0,1.0,11.0,887.1087525357165,1785.113827258345,833.3333333333334,0.0,93.0,7.0,1525.7673075426317,1785.1138272583453,61030.69230170527
pessimistic,0,2537.2721360602854,,,1703.938802726952,,,,monthly,12.0,1.0,12.0,1011.5048285176542,1525.7673075426314,833.3333333333334,0.0,93.0,7.0,1901.5310420423295,1525.7673075426317,76061.24168169318
